question,answer
"Все = через два года вылетел, а люди бы не деградировали».","Все равно через два года вылетел, а люди бы не деградировали»."
"В конце года из «Зенита» ушли два перспективных нападающих: за переход Олега Саленко в киевское «Динамо» впервые в СССР были заплачены деньги — 36 тыс. ₽, в ЦСКА к Садырину транзитом через московское «Динамо» ушёл игрок сборной СССР Сергей Дмитриев.","В конце года из «Зенита» ушли два перспективных нападающих: за переход Олега Саленко в киевское «Динамо» впервые в СССР были заплачены деньги — 36 тыс. рублей, в ЦСКА к Садырину транзитом через московское «Динамо» ушёл игрок сборной СССР Сергей Дмитриев."
"Самым дорогим приобретением стала покупка полузащитника Дмитрия Нежелева у «Уралмаша» — 80 тысяч $, форвард Денис Зубко обошёлся в 20 тысяч.","Самым дорогим приобретением стала покупка полузащитника Дмитрия Нежелева у «Уралмаша» — 80 тысяч долларов, форвард Денис Зубко обошёлся в 20 тысяч."
"Перед началом сезона-2007 «Зенит» проявил активность на трансферном рынке — были приобретены лучший игрок «Томи» Павел Погребняк, дебютировавший в сборной России, Константин Зырянов, игрок московского «Торпедо», один из лучших игроков сезона-2006 — форвард «Рубина» Алехандро Домингес и капитан донецкого «Шахтёра» Анатолий Тимощук, купленный за рекордные для отечественного футбольного рынка того времени 20 миллионов $.","Перед началом сезона-2007 «Зенит» проявил активность на трансферном рынке — были приобретены лучший игрок «Томи» Павел Погребняк, дебютировавший в сборной России, Константин Зырянов, игрок московского «Торпедо», один из лучших игроков сезона-2006 — форвард «Рубина» Алехандро Домингес и капитан донецкого «Шахтёра» Анатолий Тимощук, купленный за рекордные для отечественного футбольного рынка того времени 20 миллионов долларов."
"Покинул команду Эрик Хаген, вернувшийся в Норвегию, словак Мартин Шкртел был продан за 13 миллионов $ в английский «Ливерпуль».","Покинул команду Эрик Хаген, вернувшийся в Норвегию, словак Мартин Шкртел был продан за 13 миллионов долларов в английский «Ливерпуль»."
"в 2007 году составил более 70 млн $ США.","в 2007 году составил более 70 млн долларов США."
"в 2017 году, по неофициальным данным, около 180 млн $.","в 2017 году, по неофициальным данным, около 180 млн долларов."
"Флаг утверждён 26 октября 2007 года как флаг муниципального образования сельское поселение Новофёдоровское Наро-Фоминского муниципального района Московской области (с 1 июля 2012 года — внутригородское муниципальное образование поселение Новофёдоровское в городе Москве) и 9 ноября 2007 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3598.","Флаг утверждён 26 октября 2007 года как флаг муниципального образования сельское поселение Новофёдоровское Наро-Фоминского муниципального района Московской области (с 1 июля 2012 года — внутригородское муниципальное образование поселение Новофёдоровское в городе Москве) и 9 ноября 2007 года внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3598."
"Решением Совета депутатов поселения Новофёдоровское от 27 апреля 2017 года № 335/47 данный флаг был утверждён флагом поселения Новофёдоровское с сохранением регистрационного № в государственном геральдическом регистре.","Решением Совета депутатов поселения Новофёдоровское от 27 апреля 2017 года № 335/47 данный флаг был утверждён флагом поселения Новофёдоровское с сохранением регистрационного номера в государственном геральдическом регистре."
"Было украдено около одного миллиарда $ — это самое крупное ограбление банка за всю историю мира.","Было украдено около одного миллиарда долларов — это самое крупное ограбление банка за всю историю мира."
"Британскому автору вторит рецензент Pitchfork: сборник освещает качества, столь часто упускаемые из виду в выдающихся пейрингах Марка, — его милосердие и нежность, = как и самоуничтожительное чувство юмора.","Британскому автору вторит рецензент Pitchfork: сборник освещает качества, столь часто упускаемые из виду в выдающихся пейрингах Марка, — его милосердие и нежность, равно как и самоуничтожительное чувство юмора."
"По данным государственного водного реестра России относится к Нижневолжскому бассейновому округу, водохозяйственный участок реки — Волга (Δ) от водомерного поста Верхнее Лебяжье и до устья.","По данным государственного водного реестра России относится к Нижневолжскому бассейновому округу, водохозяйственный участок реки — Волга (дельта) от водомерного поста Верхнее Лебяжье и до устья."
"Части 2 и 3 ст. 244-1 Уголовного кодекса Узбекистана устанавливает уголовную ответственность, помимо прочего, за «распространение в любой форме сведений и материалов, содержащих идеи религиозного экстремизма, сепаратизма и фундаментализма, … а = использование религии в целях нарушения гражданского согласия, распространения клеветнических, дестабилизирующих обстановку измышлений и совершения иных деяний, направленных против установленных правил поведения в обществе и общественной безопасности» (до 8 лет лишения свободы).","Части 2 и 3 ст. 244-1 Уголовного кодекса Узбекистана устанавливает уголовную ответственность, помимо прочего, за «распространение в любой форме сведений и материалов, содержащих идеи религиозного экстремизма, сепаратизма и фундаментализма, … а равно использование религии в целях нарушения гражданского согласия, распространения клеветнических, дестабилизирующих обстановку измышлений и совершения иных деяний, направленных против установленных правил поведения в обществе и общественной безопасности» (до 8 лет лишения свободы)."
"Ст. 159 Уголовного кодекса Узбекистана устанавливает уголовную ответственность, помимо прочего, за «публичные призывы к неконституционному изменению существующего государственного строя, захвату власти, отстранению от власти законно избранных или назначенных представителей власти…, а = изготовление, хранение с целью распространения или распространение материалов такого же содержания» (до 5 лет лишения свободы, а в случае совершения тех же действий повторно, организованной группой или в интересах последней — от 5 до 10 лет).","Ст. 159 Уголовного кодекса Узбекистана устанавливает уголовную ответственность, помимо прочего, за «публичные призывы к неконституционному изменению существующего государственного строя, захвату власти, отстранению от власти законно избранных или назначенных представителей власти…, а равно изготовление, хранение с целью распространения или распространение материалов такого же содержания» (до 5 лет лишения свободы, а в случае совершения тех же действий повторно, организованной группой или в интересах последней — от 5 до 10 лет)."
"Рейнджер-4 нёс на себе капсулу, которая содержала γ-спектрометр и магнитный сейсмометр.","Рейнджер-4 нёс на себе капсулу, которая содержала гамма-спектрометр и магнитный сейсмометр."
"Регистрация γ-излучения.","Регистрация гамма-излучения."
"Определение концентрации радиоактивных элементов в лунных породах по γ-излучению.","Определение концентрации радиоактивных элементов в лунных породах по гамма-излучению."
"Тед Дибиаси ставил их под "Мечту на миллион $", а затем засовывал им в рот стодолларовую купюру; Лекс Люгер, используя свой "Нарциссический" гиммик, заставлял оппонентов встать, держа их за волосы, и заставил посмотреть на себя в зеркало;","Тед Дибиаси ставил их под "Мечту на миллион долларов", а затем засовывал им в рот стодолларовую купюру; Лекс Люгер, используя свой "Нарциссический" гиммик, заставлял оппонентов встать, держа их за волосы, и заставил посмотреть на себя в зеркало;"
"МР-512 продаётся без лицензии (но стрельба только в специально отведённых местах, нарушение карается штрафом от 40 до 100 тысяч ₽ и конфискацией винтовки, согласно ст. 20.13 КоАП РФ).","МР-512 продаётся без лицензии (но стрельба только в специально отведённых местах, нарушение карается штрафом от 40 до 100 тысяч рублей и конфискацией винтовки, согласно ст. 20.13 КоАП РФ)."
"Основным ингибитором этих процессов послужил тот факт, что до этого у испанских элит, избалованных притоком богатств из Латинской Америки, не было особой нужды интенсифицировать индустриализацию метрополии, = как и развитие капитализма.","Основным ингибитором этих процессов послужил тот факт, что до этого у испанских элит, избалованных притоком богатств из Латинской Америки, не было особой нужды интенсифицировать индустриализацию метрополии, равно как и развитие капитализма."
"В отличие от первого альбома «Флирт на вписке», группа записывала свой второй альбом уже в студии, и на его запись ушло 600 тысяч ₽.","В отличие от первого альбома «Флирт на вписке», группа записывала свой второй альбом уже в студии, и на его запись ушло 600 тысяч рублей."
"Расстояние между основаниями второго спинного и хвостового плавника = или превышает дистанцию между кончиком рыла и второй жаберной щелью.","Расстояние между основаниями второго спинного и хвостового плавника равно или превышает дистанцию между кончиком рыла и второй жаберной щелью."
"Расстояние между основаниями второго спинного и хвостового плавника = удвоенной длине основания второго спинного плавника.","Расстояние между основаниями второго спинного и хвостового плавника равно удвоенной длине основания второго спинного плавника."
"По версии обвинения, в 2010 году вице-губернатор Юрченко причинил бюджету Новосибирской области ущерб в 22 миллиона ₽ в результате продажи по заниженной стоимости участка для строительства гостиницы в Новосибирске фирме «Тактика», связанной с «Русскими отелями» Олега Дерипаски.","По версии обвинения, в 2010 году вице-губернатор Юрченко причинил бюджету Новосибирской области ущерб в 22 миллиона рублей в результате продажи по заниженной стоимости участка для строительства гостиницы в Новосибирске фирме «Тактика», связанной с «Русскими отелями» Олега Дерипаски."
"В 2020 году Юрченко обратился в суд с иском о компенсации вреда за незаконное уголовное преследование, Железнодорожный районный суд Новосибирска постановил выплатить ему более 212 тыс. ₽ компенсации.","В 2020 году Юрченко обратился в суд с иском о компенсации вреда за незаконное уголовное преследование, Железнодорожный районный суд Новосибирска постановил выплатить ему более 212 тыс. рублей компенсации."
"Проходит автодорога регионального значения «г. Горячий Ключ — г. Хадыженск» (идентификационный № 03 ОП РЗ 03К-029)","Проходит автодорога регионального значения «г. Горячий Ключ — г. Хадыженск» (идентификационный номер 03 ОП РЗ 03К-029)"
"Его ведению подлежало рассмотрение и утверждение всех правил по операциям товарищества, а также сметы и годовых отчетов; назначение % по ссудам, вкладам и займам; разрешение жалоб на правление и наблюдательный совет.","Его ведению подлежало рассмотрение и утверждение всех правил по операциям товарищества, а также сметы и годовых отчетов; назначение процентов по ссудам, вкладам и займам; разрешение жалоб на правление и наблюдательный совет."
"Имеет порядковый № в «Библиотеке Пушкина» Модзалевского (№ 3).","Имеет порядковый номер в «Библиотеке Пушкина» Модзалевского (№ 3)."
"Инвестиции в проект составили около 500 млн $ (и это первый завод концерна Great Wall, построенный за пределами Китая).","Инвестиции в проект составили около 500 млн долларов (и это первый завод концерна Great Wall, построенный за пределами Китая)."
"Пожертвовал в виде займа 2000 ₽ на капитальный ремонт главного городского собора Успения.","Пожертвовал в виде займа 2000 рублей на капитальный ремонт главного городского собора Успения."
"В 2016 году программа государственных гарантий оказания бесплатной медицинской помощи жителям Югры составила более 59 млрд ₽.","В 2016 году программа государственных гарантий оказания бесплатной медицинской помощи жителям Югры составила более 59 млрд рублей."
"Тем временем у группы истёк контракт с Warner Brothers, и в 1993 году группа перешла под крыло RCA Records, подписав контракт на 35 миллионов $.","Тем временем у группы истёк контракт с Warner Brothers, и в 1993 году группа перешла под крыло RCA Records, подписав контракт на 35 миллионов долларов."
"Билли Гиббонс рассказал изданию BraveWorlds, что компания Gillette предложила ему и Дасти Хиллу сбрить бороды для рекламного ролика за миллион $ в 1984 году.","Билли Гиббонс рассказал изданию BraveWorlds, что компания Gillette предложила ему и Дасти Хиллу сбрить бороды для рекламного ролика за миллион долларов в 1984 году."
"Документы, добытые УКА, свидетельствуют, что при официальном окладе 100 тыс. ₽, Зенин имеет квартиру стоимостью 450 тыс. евро, три автомобиля, отдыхает на Лазурном побережье.","Документы, добытые УКА, свидетельствуют, что при официальном окладе 100 тыс. рублей, Зенин имеет квартиру стоимостью 450 тыс. евро, три автомобиля, отдыхает на Лазурном побережье."
"Был опубликован список танкистов 136-й омсбр, их личные №, звание, точные названия должностей, информацию о наградах за боевые заслуги в мирное время .","Был опубликован список танкистов 136-й омсбр, их личные номера, звание, точные названия должностей, информацию о наградах за боевые заслуги в мирное время ."
"На финансирование антиукраинской деятельности Института стран СНГ Газпром выделял 2 млн $ в год.","На финансирование антиукраинской деятельности Института стран СНГ Газпром выделял 2 млн долларов в год."
"Накануне войны финансирования полугодового плана пропагандистских мероприятий в Украине достигло четверти миллиона $.","Накануне войны финансирования полугодового плана пропагандистских мероприятий в Украине достигло четверти миллиона долларов."
"Одна из столичных служб такси держит в открытом доступе информацию о том, кто, когда, с какого № телефона, на адрес вызывал машину и куда ехал.","Одна из столичных служб такси держит в открытом доступе информацию о том, кто, когда, с какого номера телефона, на адрес вызывал машину и куда ехал."
"В декабре 2004 года закончилось β-тестирование.","В декабре 2004 года закончилось бета-тестирование."
"Семнадцатый № в названии отсылает к традиционной американской протестантской системе именования церквей, когда в каждом городе приходы одной конфессии последовательно нумеруются по ходу возниконовения новых; в Чикаго на пике популярности учения Мэри Бейкер-Эдди было открыто 23 церкви Христа-Учёного.","Семнадцатый номер в названии отсылает к традиционной американской протестантской системе именования церквей, когда в каждом городе приходы одной конфессии последовательно нумеруются по ходу возниконовения новых; в Чикаго на пике популярности учения Мэри Бейкер-Эдди было открыто 23 церкви Христа-Учёного."
"Инструменту присвоен № (opus) 1450, он имеет три мануала, 57 регистров, 3316 труб и смонтирован над амвоном, так что прихожане на службе сидят к нему лицом, что достаточно характерно для церквей Христа-Учёного (в противовес большинству исторических западных христианских храмов, где орган установлен сзади).","Инструменту присвоен номер (opus) 1450, он имеет три мануала, 57 регистров, 3316 труб и смонтирован над амвоном, так что прихожане на службе сидят к нему лицом, что достаточно характерно для церквей Христа-Учёного (в противовес большинству исторических западных христианских храмов, где орган установлен сзади)."
"Меценаты заключили с владельцами особняка договор аренды сроком на пять лет за 175 000 ₽ и сразу же оплатили десять тысяч из них.","Меценаты заключили с владельцами особняка договор аренды сроком на пять лет за 175 000 рублей и сразу же оплатили десять тысяч из них."
"Директор Литературно-художественного кружка Валерий Брюсов успешно ходатайствовал о выделении субсидии театру в размере 15 000 ₽, но из-за просроченной арендной платы на театр подали в суд братья Паршины.","Директор Литературно-художественного кружка Валерий Брюсов успешно ходатайствовал о выделении субсидии театру в размере 15 000 рублей, но из-за просроченной арендной платы на театр подали в суд братья Паршины."
"Во время сезона 1916/17 года сотрудники театра получали всего по 50 ₽ в месяц.","Во время сезона 1916/17 года сотрудники театра получали всего по 50 рублей в месяц."
"Предложение омичей, по которому Овечкин получил бы 1,8 миллионов $ за сезон, было значительно выгодней, чем аналогичное предложение от «Динамо».","Предложение омичей, по которому Овечкин получил бы 1,8 миллионов долларов за сезон, было значительно выгодней, чем аналогичное предложение от «Динамо»."
"Ситуация осложнялась тем, что «Авангард» был согласен отпустить Овечкина в НХЛ без компенсации, а «Динамо» требовало с «Вашингтона» 2 миллиона $.","Ситуация осложнялась тем, что «Авангард» был согласен отпустить Овечкина в НХЛ без компенсации, а «Динамо» требовало с «Вашингтона» 2 миллиона долларов."
"Александр выбрал игровой № 8, потому что под этим номером играла его мать Татьяна Овечкина, когда дважды становилась Олимпийской чемпионкой по баскетболу.","Александр выбрал игровой номер 8, потому что под этим номером играла его мать Татьяна Овечкина, когда дважды становилась Олимпийской чемпионкой по баскетболу."
"Также 5 октября дебютировал другой перспективный хоккеист, первый № драфта 2005 года Сидни Кросби.","Также 5 октября дебютировал другой перспективный хоккеист, первый номер драфта 2005 года Сидни Кросби."
"Овечкин с 51 шайбой стал лучшим снайпером лиги и завоевал свой четвёртый «Морис Ришар Трофи», но вместе с тем был одним из худших в лиге по показателю ± (отчасти это объяснялось тем, что большую часть своих голов — 24 — он забросил в большинстве).","Овечкин с 51 шайбой стал лучшим снайпером лиги и завоевал свой четвёртый «Морис Ришар Трофи», но вместе с тем был одним из худших в лиге по показателю плюс-минус (отчасти это объяснялось тем, что большую часть своих голов — 24 — он забросил в большинстве)."
"Завершил сезон с 65 очками (31+34) в 79 матчах при показателе полезности - 22 (только в сезоне 2013/14 показатель полезности у Овечкина был ниже — - 35).","Завершил сезон с 65 очками (31+34) в 79 матчах при показателе полезности минус 22 (только в сезоне 2013/14 показатель полезности у Овечкина был ниже — минус 35)."
"Мяу кисс Μ (Би-2), Sony Music, 2001","Мяу кисс ми (Би-2), Sony Music, 2001"
"В 1904 году Арцыбушев обратился за разрешением на издание в Санкт-Петербурге иллюстрированного журнала «Зритель»; 5 июня вышел первый №.","В 1904 году Арцыбушев обратился за разрешением на издание в Санкт-Петербурге иллюстрированного журнала «Зритель»; 5 июня вышел первый номер."
"Отдельные № журнала подвергались аресту, а 2 октября 1905 года его выпуск и вовсе был запрещён, а в декабре того же года Петербургская судебная палата возбудила дело против главного редактора.","Отдельные номера журнала подвергались аресту, а 2 октября 1905 года его выпуск и вовсе был запрещён, а в декабре того же года Петербургская судебная палата возбудила дело против главного редактора."
"После дебюта JackBoys сразу оказался на вершине чарта US Billboard 200 (11 января 2020 года), став первым альбомом № один 2020-х годов.","После дебюта JackBoys сразу оказался на вершине чарта US Billboard 200 (11 января 2020 года), став первым альбомом номер один 2020-х годов."
"29 ноября 2019 года Скотт выпустил мерч JackBoys на своем сайте, среди которого был предзаказ цифрового альбома за 10 $.","29 ноября 2019 года Скотт выпустил мерч JackBoys на своем сайте, среди которого был предзаказ цифрового альбома за 10 долларов."
"В этой отрасли занято более чем три миллиона человек, девяносто % из которых составляют женщины.","В этой отрасли занято более чем три миллиона человек, девяносто процентов из которых составляют женщины."
"В 2009-2010 гг. промышленный экспорт составил 12,6 млрд $ США, тогда как в 2002 году промышленный экспорт составил 5 млрд $.","В 2009-2010 гг. промышленный экспорт составил 12,6 млрд долларов США, тогда как в 2002 году промышленный экспорт составил 5 млрд долларов."
"душевое потребление валового внутреннего продукта по паритету покупательной способности (в номинальных ценах) — 5330 $,","душевое потребление валового внутреннего продукта по паритету покупательной способности (в номинальных ценах) — 5330 долларов,"
"В швейной промышленности минимальная заработная плата составляет 5300 така в месяц, что составляет $19 $ США в месяц для всех секторов экономики, не охватываемых отраслевой заработной платой.","В швейной промышленности минимальная заработная плата составляет 5300 така в месяц, что составляет $19 долларов США в месяц для всех секторов экономики, не охватываемых отраслевой заработной платой."
"В швейной промышленности минимальная заработная плата составляет $68 $ США в месяц.","В швейной промышленности минимальная заработная плата составляет $68 долларов США в месяц."
"Сумма ипотеки (за исключением первоначального взноса), пример 1 млн ₽","Сумма ипотеки (за исключением первоначального взноса), пример 1 млн рублей"
"Общая переплата по кредиту — сумма %, которую заемщик должен выплатить в конце срока.","Общая переплата по кредиту — сумма процентов, которую заемщик должен выплатить в конце срока."
"В ней указан размер %, которые входят в состав каждого платежа, а также сумма, которая идет в погашение основного долга по кредиту","В ней указан размер процентов, которые входят в состав каждого платежа, а также сумма, которая идет в погашение основного долга по кредиту"
"Пример расчета в Excel: =ПЛТ(10 %/12; 5*12; 100 000; 0; 0) — расчет ежемесячного платежа по кредиту под 10 %, на 5 лет, сумма кредита 100 000 ₽.","Пример расчета в Excel: =ПЛТ(10 %/12; 5*12; 100 000; 0; 0) — расчет ежемесячного платежа по кредиту под 10 %, на 5 лет, сумма кредита 100 000 рублей."
"Каким бы длинным ни был список фильмов классического формата, он всё = будет неполным, поскольку подавляющее большинство кинопроизведений за всю историю звукового кинематографа сняты в этом формате.","Каким бы длинным ни был список фильмов классического формата, он всё равно будет неполным, поскольку подавляющее большинство кинопроизведений за всю историю звукового кинематографа сняты в этом формате."
"Помимо этого, вместе с братьями (Прокофий Дмитриевич, Алексей Дмитриевич, Фёдор Дмитриевич), вёл торговлю «иностранными товарами» через петербургский порт, что приносило в общей сложности более 100 000 ₽.","Помимо этого, вместе с братьями (Прокофий Дмитриевич, Алексей Дмитриевич, Фёдор Дмитриевич), вёл торговлю «иностранными товарами» через петербургский порт, что приносило в общей сложности более 100 000 рублей."
"Также по отношению к детёнышам волка, = как и к детёнышам домашней собаки, используется обозначение щенок (мн. число — щенята).","Также по отношению к детёнышам волка, равно как и к детёнышам домашней собаки, используется обозначение щенок (мн. число — щенята)."
"Эта пара также моногамна, хотя со смертью одного из них, новый α-самец или альфа-самка занимает место партнера.","Эта пара также моногамна, хотя со смертью одного из них, новый альфа-самец или альфа-самка занимает место партнера."
"Однако ягнёнок успешно оправдывается во всех обвинениях волка, однако тот всё = съедает: «Молчи! устал я слушать,/ <…>","Однако ягнёнок успешно оправдывается во всех обвинениях волка, однако тот всё равно съедает: «Молчи! устал я слушать,/ <…>"
"Сценарий фильма, по словам Бондарчука, на 60 % основан на реальных событиях.","Сценарий фильма, по словам Бондарчука, на 60 процентов основан на реальных событиях."
"«9 рота» собрала в прокате 25 млн $ при бюджете 10 млн $.","«9 рота» собрала в прокате 25 млн долларов при бюджете 10 млн долларов."
"Сумма исковых требований равна примерному бюджету голливудского фильма — 7 206 248 709, 51 ₽.","Сумма исковых требований равна примерному бюджету голливудского фильма — 7 206 248 709, 51 рублей."
"При этом, как сообщала газета «Ведомости», госбанк намеревался продолжить финансировать проект, на который уже выделил 12 миллионов $.","При этом, как сообщала газета «Ведомости», госбанк намеревался продолжить финансировать проект, на который уже выделил 12 миллионов долларов."
"Тогда же генеральный директор «Главкино» Илья Бачурин заверил журналистов, что «государство все = останется совладельцем проекта»: по его словам, «новым акционером спустя какое-то время станет другая структура, близкая к государству».","Тогда же генеральный директор «Главкино» Илья Бачурин заверил журналистов, что «государство все равно останется совладельцем проекта»: по его словам, «новым акционером спустя какое-то время станет другая структура, близкая к государству»."
"Покупка, по словам Пичугина, обошлась каждому из них в 150 миллионов ₽.","Покупка, по словам Пичугина, обошлась каждому из них в 150 миллионов рублей."
"Получение кредита на сумму 1,5 млрд ₽ было предусмотрено концепцией развития «Ленфильма», составленной Эдуардом Пичугиным и принятой в ходе общественных слушаний.","Получение кредита на сумму 1,5 млрд рублей было предусмотрено концепцией развития «Ленфильма», составленной Эдуардом Пичугиным и принятой в ходе общественных слушаний."
"За 2019 год производство продукции сельского хозяйства в хозяйствах всех категорий составило 15,6 млрд ₽ (81,1 % к уровню 2018 года).","За 2019 год производство продукции сельского хозяйства в хозяйствах всех категорий составило 15,6 млрд рублей (81,1 % к уровню 2018 года)."
"Внешнеторговый оборот за 2016 г. составил 1 959,3 млн $ США, что на 344,1 млн $ США больше, чем в 2015 году (на 21,3 %), при этом экспорт увеличился на 401,7 млн $ США (на 35,1 %), а импорт уменьшился на 57,7 млн $ США (на 12,2 %).","Внешнеторговый оборот за 2016 г. составил 1 959,3 млн долларов США, что на 344,1 млн долларов США больше, чем в 2015 году (на 21,3 %), при этом экспорт увеличился на 401,7 млн долларов США (на 35,1 %), а импорт уменьшился на 57,7 млн долларов США (на 12,2 %)."
