question,answer,count_simple,count_simple_translated,count_simple_long,count_simple_long_translated,count_cases_translated,count_cases_long
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"В 2012 году Колин Эдвардс защищал честь команды NGM Mobile Forward Racing (Швейцария) построенным на базе шасси Suter и двигателя BMW S1000RR в дебютном сезоне MotoGP/CRT под № 5.","В 2012 году Колин Эдвардс защищал честь команды NGM Mobile Forward Racing (Швейцария) построенным на базе шасси Suter и двигателя BMW S1000RR в дебютном сезоне MotoGP/CRT под номером 5.",0,0,0,0,1,0
"В марте 2012 года было объявлено, что в связи с расширеним контракта на постройку кораблей для ВМС США, в ближайшие годы планируется дополнительно инвестировать в развитие производства 160 млн $ и увеличить штат до 4000 человек.","В марте 2012 года было объявлено, что в связи с расширеним контракта на постройку кораблей для ВМС США, в ближайшие годы планируется дополнительно инвестировать в развитие производства 160 млн долларов и увеличить штат до 4000 человек.",0,0,0,0,1,0
"Национальный памятник культуры Чешской Республики (регистрационный № 253 NP от 2001 года)","Национальный памятник культуры Чешской Республики (регистрационный номер 253 NP от 2001 года)",0,0,0,0,1,0
"Тиы́н (каз. тиын) — казахстанская разменная ¤, 1/100 казахстанского тенге.","Тиы́н (каз. тиын) — казахстанская разменная денежная единица, 1/100 казахстанского тенге.",0,0,0,0,0,1
"№ в государственном реестре страховых компаний — 1, лицензии ЦБ РФ от 6 июня 2018 года ОС 0001-02,-03,-04 и -05 (обязательные виды страхования), ПС 0001 (перестрахование), СИ 0001 (имущественное страхование) и СЛ 0001 (личное страхование).","Номер в государственном реестре страховых компаний — 1, лицензии ЦБ РФ от 6 июня 2018 года ОС 0001-02,-03,-04 и -05 (обязательные виды страхования), ПС 0001 (перестрахование), СИ 0001 (имущественное страхование) и СЛ 0001 (личное страхование).",0,0,0,0,1,0
"«Кошки Ултара» (англ. The Cats of Ulthar), в других переводах «Кошки Ультхара», «Ультарские кошки», «Кошки города Ультар» — короткий рассказ американского писателя ужасов Говарда Филлипса Лавкрафта, написанный 15 июня 1920 года и впервые опубликованный в том же году в ноябрьском № журнала «Tryout».","«Кошки Ултара» (англ. The Cats of Ulthar), в других переводах «Кошки Ультхара», «Ультарские кошки», «Кошки города Ультар» — короткий рассказ американского писателя ужасов Говарда Филлипса Лавкрафта, написанный 15 июня 1920 года и впервые опубликованный в том же году в ноябрьском номере журнала «Tryout».",0,0,0,0,1,0
"Победителями текущего розыгрыша стала пара посеянная под первым № Рохан Бопанна и Мэттью Эбден.","Победителями текущего розыгрыша стала пара посеянная под первым номером Рохан Бопанна и Мэттью Эбден.",0,0,0,0,1,0
"Призовой фонд турнира составляет 5 000 000 иен (примерно 47 000 $).","Призовой фонд турнира составляет 5 000 000 иен (примерно 47 000 долларов).",0,0,0,0,1,0
"Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн $ (по данным ВБ).","Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн долларов (по данным ВБ).",0,0,0,0,1,0
"Жуа́нь Цзи, или ¥ Цзи (кит. трад. 阮籍, пиньинь Ruǎn Jí, 210—263) — китайский поэт и философ эпохи троецарствия.","Жуа́нь Цзи, или Юань Цзи (кит. трад. 阮籍, пиньинь Ruǎn Jí, 210—263) — китайский поэт и философ эпохи троецарствия.",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (°, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров.","Лимб (лат. limbus — кайма, пояс, рубеж, край) — цилиндрическое или коническое кольцо, или диск, разделённый штрихами на равные доли, как правило угловые (градусы, минуты и т.д.), деления на лимбе считываются непосредственно или с дополнительным нониусом, либо отсчитываются с помощью верньеров или микроскопов-микрометров.",0,0,0,0,1,0
"Первый № был выпущен 4 апреля 1991 и включал:","Первый номер был выпущен 4 апреля 1991 и включал:",0,0,0,0,1,0
"Дун ¥ является одним из великих мастеров классического китайского пейзажа периода его расцвета.","Дун Юань является одним из великих мастеров классического китайского пейзажа периода его расцвета.",0,0,0,0,1,0
"Дун ¥ известен в первую очередь своими монохромными пейзажами, но он писал не только монохромные произведения, но и цветные, выдержанные в традиции, идущей от Ли Сысюня.","Дун Юань известен в первую очередь своими монохромными пейзажами, но он писал не только монохромные произведения, но и цветные, выдержанные в традиции, идущей от Ли Сысюня.",0,0,0,0,1,0
"Десять лет спустя французы, возглавляемые Эме Жаке, начали с бронзовых медалей €-96, затем победили в финале домашнего чемпионата мира 1998 года.","Десять лет спустя французы, возглавляемые Эме Жаке, начали с бронзовых медалей Евро-96, затем победили в финале домашнего чемпионата мира 1998 года.",0,0,0,0,1,0
"Ледокол «Москва» — дизель-электрический ледокол проекта 21900 заводской № 601, головное судно в серии.","Ледокол «Москва» — дизель-электрический ледокол проекта 21900 заводской номер 601, головное судно в серии.",0,0,0,0,1,0
"10 июня 2016 года было объявлено о начале банкротства Gawker из-за проигранного судебного иска Халку Хогану на сумму в 140 миллионов $, 18 августа Gawker Media объявило о закрытии gawker.com через неделю, и отсутствии влияния этого события на судьбу других активов медиахолдинга.","10 июня 2016 года было объявлено о начале банкротства Gawker из-за проигранного судебного иска Халку Хогану на сумму в 140 миллионов долларов, 18 августа Gawker Media объявило о закрытии gawker.com через неделю, и отсутствии влияния этого события на судьбу других активов медиахолдинга.",0,0,0,0,1,0
"Флаг утверждён 21 октября 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4371.","Флаг утверждён 21 октября 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4371.",0,0,0,0,1,0
"Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн $ (по данным ВБ).","Экономика России занимает 4-е место среди стран мира и 1-е среди стран Европы по объёму ВВП по ППС, который на 2023 год оценивался в 6,45 трлн долларов (по данным ВБ).",0,0,0,0,1,0
"Михаил Иванович Клопов (1925 — 1980) — № расчёта зенитного крупнокалиберного пулемёта 18-го отдельного гвардейского дивизиона ПВО, гвардии ефрейтор — на момент представления к награждению орденом Славы 1-й степени.","Михаил Иванович Клопов (1925 — 1980) — номер расчёта зенитного крупнокалиберного пулемёта 18-го отдельного гвардейского дивизиона ПВО, гвардии ефрейтор — на момент представления к награждению орденом Славы 1-й степени.",0,0,0,0,1,0
"Её каталожный №:","Её каталожный номер:",0,0,0,0,1,0
"Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда €.","Ожидалось, что организация и проведение Олимпиады обойдётся Франции в 8,3 миллиарда евро.",0,0,0,0,1,0
"Утверждён 20 октября 2004 года, как флаг муниципального образования «Город Щербинка» Московской области (после муниципальной реформы 2006 года — муниципальное образование «городской округ Щербинка Московской области»/«город Щербинка Московской области»; с 1 июля 2012 года — внутригородское муниципальное образование города Москвы городской округ Щербинка), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 1749.","Утверждён 20 октября 2004 года, как флаг муниципального образования «Город Щербинка» Московской области (после муниципальной реформы 2006 года — муниципальное образование «городской округ Щербинка Московской области»/«город Щербинка Московской области»; с 1 июля 2012 года — внутригородское муниципальное образование города Москвы городской округ Щербинка), и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 1749.",0,0,0,0,1,0
"Зарегистрированы в качестве пищевых добавок с № Е181.","Зарегистрированы в качестве пищевых добавок с номером Е181.",0,0,0,0,1,0
"На драфте НХЛ 2002 года был выбран в 3 раунде под общим 67 № командой «Флорида Пантерз».","На драфте НХЛ 2002 года был выбран в 3 раунде под общим 67 номером командой «Флорида Пантерз».",0,0,0,0,1,0
"Коэффициент Джини является числом между 0 и 1 (или выражен в % - тогда это индекс), где нулю соответствует полное равенство (когда все имеют одинаковый доход), а единице — абсолютное неравенство (когда весь доход имеет один человек, а все остальные — нулевой).","Коэффициент Джини является числом между 0 и 1 (или выражен в процентах - тогда это индекс), где нулю соответствует полное равенство (когда все имеют одинаковый доход), а единице — абсолютное неравенство (когда весь доход имеет один человек, а все остальные — нулевой).",0,0,0,0,1,0
"По оценке Forbes личное состояние 1,3 млрд $ (2020 год)","По оценке Forbes личное состояние 1,3 млрд долларов (2020 год)",0,0,0,0,1,0
"Стоимость разработки и создания первого лётного образца определена в размере 57,56 миллиарда ₽.","Стоимость разработки и создания первого лётного образца определена в размере 57,56 миллиарда рублей.",0,0,0,0,1,0
"Памятник культуры Малопольского воеводства: регистрационный № А-651/90 от 16 января 1990 года.","Памятник культуры Малопольского воеводства: регистрационный номер А-651/90 от 16 января 1990 года.",0,0,0,0,1,0
"В статье приводится список императоров монгольской династии ¥.","В статье приводится список императоров монгольской династии Юань.",0,0,0,0,1,0
"Первоначально институт был размещен в бывшем доме графа Разумовского, на Гороховом Поле; затем был приобретён дом генерала Апраксина на Арбате, переделка которого под нужды сиротского института обошлась Воспитательному дому в 1 332 369 ₽.","Первоначально институт был размещен в бывшем доме графа Разумовского, на Гороховом Поле; затем был приобретён дом генерала Апраксина на Арбате, переделка которого под нужды сиротского института обошлась Воспитательному дому в 1 332 369 рублей.",0,0,0,0,1,0
"Первоначально данный флаг был утверждён 18 февраля 2010 года флагом муниципального образования «Городское поселение Зарайск» Зарайского района Московской области и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 6000.","Первоначально данный флаг был утверждён 18 февраля 2010 года флагом муниципального образования «Городское поселение Зарайск» Зарайского района Московской области и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 6000.",0,0,0,0,1,0
"Уте́н — счётная ¤ Древнего Египта периода Нового царства.","Уте́н — счётная денежная единица Древнего Египта периода Нового царства.",0,0,0,0,0,1
"Гульден (нидерл. Surinaamse guilder) (ISO 4217 код: SRG) — вышедшая из оборота ¤ Республики Суринам.","Гульден (нидерл. Surinaamse guilder) (ISO 4217 код: SRG) — вышедшая из оборота денежная единица Республики Суринам.",0,0,0,0,0,1
"«Летучий отряд Скотланд-Ярда» (англ. The Sweeney) — британский криминальный боевик режиссёра Ника Лава, основанный на одноименном телесериале 1970-х годов режиссёра ¥ Кеннеди Мартин.","«Летучий отряд Скотланд-Ярда» (англ. The Sweeney) — британский криминальный боевик режиссёра Ника Лава, основанный на одноименном телесериале 1970-х годов режиссёра Йен Кеннеди Мартин.",0,0,0,0,1,0
"Последняя работа Стадницкого — проекты памятного ₽, плакеты и медали для награждения в память 200-летия Гангутской победы.","Последняя работа Стадницкого — проекты памятного рубля, плакеты и медали для награждения в память 200-летия Гангутской победы.",0,0,0,0,1,0
"Постройка стадиона с благоустройством прилегающих территорий обошлась в 400 млн $ США.","Постройка стадиона с благоустройством прилегающих территорий обошлась в 400 млн долларов США.",0,0,0,0,1,0
"Общий объём инвестиций — 16 миллиардов ¥, при этом строительство новой двухпутной линии между Чунцином и Фулином требует инвестиций 5.43 миллиарда ¥.","Общий объём инвестиций — 16 миллиардов юаней, при этом строительство новой двухпутной линии между Чунцином и Фулином требует инвестиций 5.43 миллиарда юаней.",0,0,0,0,2,0
"Утверждён 27 ноября 2007 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 3642.","Утверждён 27 ноября 2007 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 3642.",0,0,0,0,1,0
"Телефонный план нумерации Греции — диапазоны телефонных №, выделяемых различным пользователям телефонной сети общего пользования в Греции, специальные № и другие особенности набора для совершения телефонных вызовов.","Телефонный план нумерации Греции — диапазоны телефонных номеров, выделяемых различным пользователям телефонной сети общего пользования в Греции, специальные номера и другие особенности набора для совершения телефонных вызовов.",0,0,0,0,2,0
"Флаг утверждён 8 августа 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного № 4349.","Флаг утверждён 8 августа 2008 года и внесён в Государственный геральдический регистр Российской Федерации с присвоением регистрационного номера 4349.",0,0,0,0,1,0
"Динеро (исп. dinero) — ¤ христианской Испании, начиная с XI века.","Динеро (исп. dinero) — денежная единица христианской Испании, начиная с XI века.",0,0,0,0,0,1
"Список песен, которые достигли позиции № один в официальном недельном чарте музыкального портала Tophit.","Список песен, которые достигли позиции номер один в официальном недельном чарте музыкального портала Tophit.",0,0,0,0,1,0
"Церковь Святого Иосифа (англ. Saint Joseph's Church, Albany, New York) — римско-католическая церковь в городе Олбани, штат Нью-Йорк; неоготическое здание было построено в 1856—1860 годах по проекту ирландско-американского архитектора Патрика Чарльза Кили (1816—1896); стоимость строительства составила около 250 000 $.","Церковь Святого Иосифа (англ. Saint Joseph's Church, Albany, New York) — римско-католическая церковь в городе Олбани, штат Нью-Йорк; неоготическое здание было построено в 1856—1860 годах по проекту ирландско-американского архитектора Патрика Чарльза Кили (1816—1896); стоимость строительства составила около 250 000 долларов.",0,0,0,0,1,0
"Первый № Ciao вышел в 1977 году.","Первый номер Ciao вышел в 1977 году.",0,0,0,0,1,0
"Отборочный турнир €-2016 проходил с сентября 2014 по ноябрь 2015 года и определил участников чемпионата Европы по футболу 2016 года, проводимого во Франции.","Отборочный турнир Евро-2016 проходил с сентября 2014 по ноябрь 2015 года и определил участников чемпионата Европы по футболу 2016 года, проводимого во Франции.",0,0,0,0,1,0
"Например, в спецификации PC/SC метод используется для передачи сведений о подключённом устройстве: строки названия устройства, производителя, серийного № и т. п.","Например, в спецификации PC/SC метод используется для передачи сведений о подключённом устройстве: строки названия устройства, производителя, серийного номера и т. п.",0,0,0,0,1,0
"В массовой советской печати слово впервые появилось в 1961 году в романе Василия Аксёнова «Звёздный билет», публикация которого началась в шестом № журнала «Юность» за 1961 год.","В массовой советской печати слово впервые появилось в 1961 году в романе Василия Аксёнова «Звёздный билет», публикация которого началась в шестом номере журнала «Юность» за 1961 год.",0,0,0,0,1,0
"Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн $ при бюджете в 17 млн.","Несмотря на в целом благосклонную реакцию критиков фильм провалился в прокате, собрав всего 10 млн долларов при бюджете в 17 млн.",0,0,0,0,1,0
"Чугунные детали были сделаны на Санкт-Петербургском казенном литейном заводе (фриз, карнизы, архитрав, триглифы, капли, капители, литеры и другие детали) и на петрозаводском Александровском заводе (колонны) более чем за 20 000 ₽, для них были сделаны специальных размеров опоки и разработана особая технология.","Чугунные детали были сделаны на Санкт-Петербургском казенном литейном заводе (фриз, карнизы, архитрав, триглифы, капли, капители, литеры и другие детали) и на петрозаводском Александровском заводе (колонны) более чем за 20 000 рублей, для них были сделаны специальных размеров опоки и разработана особая технология.",0,0,0,0,1,0
